모자를 꾹꾹 눌러써,A hat is pulled down snugly
그가 이끄는 정당,The political party he leads
고난에 굴하지 않는 굳건한 정신,An indomitable spirit that does not yield to hardship
주섬주섬 변명을 늘어놓아요,Excuses are fumbled out
석양에 타는 저녁놀,The evening glow burning in the sunset
진눈깨비가 구질구질 내려요,Sleet drizzles miserably
너 굶어 죽을 작정이냐?,Are you planning to starve to death?
성폭력 예방 대책,Measures to prevent sexual violence
말을 거들고 나섰어요,Someone chimed in to support the argument
외교관 납치 사건,The diplomat kidnapping incident
중독성이 강한 마약,Highly addictive drugs
암컷이 알을 낳았어요,The female laid eggs
건조가 빨리 되었습니다,It dried quickly
가슴을 뜨겁게 달궈,It warms my heart
간격을 좁혀 앉았어요,We sat closer together
옷감의 때깔이 고왔어,The fabric's color was lovely
벽에 액자를 걸어요,I hang a picture frame on the wall
된장에 풋고추를 찍어 먹습니다,I dip green chili peppers in doenjang and eat them
아기를 품에 안았어,I held the baby in my arms
기적적 경제 성장,Miraculous economic growth
저수지 물의 방류,Release of reservoir water
기운이 펄펄 나는 모양이군,You seem full of energy
형편이 여의치 않았어요,Circumstances weren't favorable
여행 비용을 부담해요,I cover the travel expenses
무자비한 토벌 작전,A ruthless suppression operation
혀를 깨물고 자결했어요,I bit my tongue and took my own life
사랑의 고백을 받아요,I receive a love confession
시간의 허비가 막대했어,The waste of time was enormous
많은 희생자를 냈어요,It caused many casualties
용수철이 탕 튀었어,The spring popped up with a bang
자신의 과오를 자책했어요,I blamed myself for my mistakes
종종 일어나는 일,A frequent occurrence
모험에 찬 그의 젊은 시절,His youth full of adventure
공장의 생산 실적,The factory's production performance
피부 보습을 위해 팩을 했어,I used a face pack for skin hydration
집집마다 국기를 내걸었어,Every household hung out the national flag
문을 똑똑 두드렸어요,I knocked on the door
내사는 알 길이 없어요,There's no way to know the inside story
소설의 결말 부분,The ending part of the novel
시체를 바닷속에 수장했어요,I consigned the corpse to the sea
하루를 격하여 만났어요,We met every other day
마음속으로 주문을 중얼댔어,I muttered a spell to myself
담배를 빡빡 피웠어,I smoked heavily
미온적인 대처 방안,A lukewarm response plan
할 말이 별로 없습니다,I don't have much to say
배움에 대한 갈망,A thirst for learning
태권도 품띠를 따요,I earn a Taekwondo poom belt
슬며시 눈을 감았습니다,I gently closed my eyes
난생처음으로 보고 들은 일,Something seen and heard for the first time in one's life
유엔군이 파병을 결정했어,The UN forces decided to deploy
유리창에 입김을 불어요,I breathe on the window glass
뜻밖의 이변이 일어나,An unexpected upset happens
이 일은 며칠이나 걸리겠니?,How many days will this take?
국회 의원 당선자,An elected member of the National Assembly
요것 참 희한하게 생겼네,This sure looks odd
대학가의 새로운 풍속도,A new social scene around universities
전철 안에서 지갑을 날치기당했습니다,My wallet was snatched on the subway
상대 팀을 압도했어요,We overwhelmed the opposing team
톡톡 불거진 여드름,Raised pimples
창의적 방법을 고안해,I devise a creative method
고아를 양자로 삼습니다,I adopt an orphan
바다에 풍덩 빠졌어,I splashed into the sea
자판기에 투입된 동전,Coins inserted into a vending machine
수해 복구 현황을 파악했습니다,I assessed the status of flood recovery
자유의 몸이 돼,I become free
통증이 없어져서 약을 끊어,The pain is gone so I stop taking the medicine
남의 돈을 집어삼켰어,I swallowed someone else's money
치열한 접전 끝에 비겨요,We end in a draw after a fierce contest
타격 연습을 해,I do batting practice
음식물 반입 금지,No outside food allowed
생전에 유언장을 만들어,I make a will in my lifetime
한 달간의 지출 명세,A statement of one month's expenses
하늘에 별이 숱하게 있었어,There were countless stars in the sky
정성이 드러나는 선물,A gift that shows care
교육 기회의 평등,Equality of educational opportunity
필요한 영양소를 섭취했어요,I took in the necessary nutrients
차에 치일 뻔했습니다,I almost got hit by a car
마음을 집중해서 공부해라,Focus your mind and study
정수리 한가운데 가르마를 탔어,I parted my hair right down the crown
물체가 선명히 보였습니다,The object was clearly visible
시간별 달의 고도,The moon's altitude by hour
태도가 분명한 사람,A person with a clear attitude
얼씨구 잘들 놀았어,Well now you all had fun
불혹의 초입에 들어섰어,I entered the threshold of forty
커피에 설탕을 넣어요,I put sugar in the coffee
국산화 비율이 증가했어,The domestic production rate increased
목재로 만든 소반,A small wooden dining table
거래소 상장 기업,A company listed on the exchange
