현세의 당면 과제,the pressing tasks of the present age
가짜 속눈썹을 붙여,I put on false eyelashes.
최상위 등급을 받아,I get the top grade.
잡지에 글이 실려,An article is published in a magazine.
총탄이 가슴을 관통했어,The bullet pierced the chest.
컴퓨터 프로그램 내장 방식,the method of embedding a computer program
심판의 판정에 따라,I follow the referee's decision.
개회식 당일에는 복잡해,It's crowded on the opening day.
바다에서 수영을 즐겨요,I enjoy swimming in the sea.
새해 첫날이 밝았어요,The first day of the new year dawned.
어저께부터 계속 비가 내려요,It's been raining continuously since yesterday.
밭에 비료를 뿌렸어요,I spread fertilizer on the field.
연합 팀을 구성했어요,I formed a joint team.
그 사람은 매일 그 타령이었어,That person went on about the same thing every day.
논에 물을 가득 실어요,I fill the rice paddies with water.
신발을 신발장에 넣어,I put the shoes in the shoe cabinet.
키 크다고 뽐내지 마라,Don't brag about being tall
허벅다리에 관통상을 입었어요,I suffered a penetrating wound in the thigh.
성공적 임무 수행,successful mission completion
톡톡히 망신을 줘요,I really embarrass them.
기관이 수증기를 내뿜어요,The engine emits steam.
봄이라서 그런지 몸이 나른했어,Maybe because it's spring my body felt sluggish.
그녀는 아직 남자가 없어,She still doesn't have a boyfriend.
인간의 잠재 가능성,human potential possibilities
신제품 개발 전략은 대성공이었습니다,The new product development strategy was a huge success.
도서관에서 책을 도둑맞았습니다,I had a book stolen at the library.
자금 100년 전,funds from 100 years ago
보지 않아도 훤해,It's obvious even without seeing it.
뽀얗게 성에가 꼈어,Frost formed thickly.
어류의 습성과 생태를 연구했어요,I studied the habits and ecology of fish.
기관의 감시를 받아요,I am under the agency's surveillance.
익살스러운 표정을 지어요,I make a playful expression.
따끈하게 데운 국,soup warmed up piping hot
네 귀퉁이가 다 닳은 책,a book with all four corners worn out
친구의 처지를 대언해,I speak on behalf of my friend's situation.
화려하고 고운 색깔,splendid and pretty colors
지난날들이 새삼 그리웠어,I missed the old days anew.
자정을 알리는 종소리가 들려요,I hear the bell announcing midnight.
그녀는 건강한 여아를 분만해,She delivers a healthy baby girl.
지난번과 달리 말했습니다,I spoke differently from last time.
먼 길로 돌아왔어요,I came back by a long way.
머리에 댕기를 드려,I tie a hair ribbon on the head.
목표 설정이 잘못됐어요,The goal setting was wrong.
입안에 군침이 고여,My mouth waters.
죄인을 하방에 귀양 보내요,I exile the criminal to the provinces.
높디높은 가을 하늘,the very high autumn sky
사회 정의가 구현됐어,Social justice was realized.
지휘 계통의 단일화,unification of the command chain
권좌에서 왕을 끌어내렸어,They pulled the king down from the throne.
얼굴에 웃음을 띠었습니다,I wore a smile on my face.
혼란은 무제한으로 계속됩니다,The chaos continues without limit.
방이 곳곳에 나붙어요,Posters are plastered everywhere.
고전 소설의 대표작,a representative work of classic fiction
영문도 모르고 덩달아서 웃어,I laugh along without knowing why.
마당에 팬 구덩이,a pit dug in the yard
차를 천천히 몰아요,I drive the car slowly.
산에서 마을로 내려왔어요,I came down from the mountain to the village.
외국으로 이민 가,I move abroad.
우리의 영역을 침범한 적,an enemy who invaded our territory
도둑이 담을 뛰어넘습니다,The thief jumps over the wall.
달걀의 흰자와 노른자,the white and yolk of an egg
변호사에게서 사례금을 돌려받아,I get the fee back from the lawyer.
구름이 걷히고 볕이 쨍 났어요,The clouds cleared and the sun blazed.
대학생 동아리 연합,a federation of university clubs
그는 밑으로 여동생이 둘 있어,He has two younger sisters.
복권이 1등에 당첨되었습니다,The lottery ticket won first prize.
계절의 여왕 오월,May the queen of seasons
그들은 시선이 마주 닿아,Their eyes meet.
성리학을 대체한 서구 사상,Western thought that replaced Neo-Confucianism
부동산 가격의 급락,a sharp drop in real estate prices
실패는 성공의 어머니입니다,Failure is the mother of success.
태양초로 빻은 고춧가루,chili powder ground from sun-dried peppers
정신을 바싹 차려요,I stay alert.
식구들이 모여 식사해,The family gathers to eat.
전치 5주의 상해를 가했습니다,I inflicted injuries requiring five weeks of treatment.
국이 식어 미지근했어,The soup cooled down and was lukewarm.
전쟁이 남긴 상처는 가혹했어요,The wounds left by the war were harsh.
힘없고 가난한 자,the weak and the poor
한계 생산의 체감,diminishing marginal product
사건 해결의 주역들,the key figures in solving the case
출퇴근하기에는 지하철이 편리해,The subway is convenient for commuting.
살며시 눈을 감습니다,I gently close my eyes.
오늘이 무슨 요일이냐?,What day is it today?
나는 그 손님이 무척 반가웠어요,I was very glad to see that guest.
관계 당국의 발표,an announcement by the relevant authorities
로마 제국의 멸망,the fall of the Roman Empire
그는 몸놀림이 재빠랐어,His movements were quick.
추론은 사실에 근거해야 했습니다,Inference had to be based on facts.
정성이 담긴 선물,a heartfelt gift
막판에 고비를 잘 넘겨 다행이야,I'm glad I got over the last hurdle.
미결수들을 구치소에 수감해,I detain the pretrial detainees in the detention center.
초과 근무 수당을 지급했어,I paid overtime pay.
이 소설은 문체가 직설적이야,This novel's style is straightforward.
부족분을 추가로 공급해요,I supply the shortfall additionally.
그의 말은 위력이 있었습니다,His words had power.
정계의 실력가를 만나,I meet a power figure in politics.
국회 소장파 의원,a reformist lawmaker in the National Assembly
남의 말을 가로채면 안 됐어요,It wasn't okay to cut someone off.
방위 감각이 무뎠어요,My sense of direction was dull.
정부가 재정을 지원해,The government provides financial support.
조종 방법을 배워,I learn how to operate it.
흠칫 몸이 움츠러들었어요,I flinched and shrank back.
일을 빨리 끝냈어,I finished the work quickly.
그는 슬하에 아들 형제만 둬요,He has only sons.
경악을 금치 못해,I can't hide my astonishment.
귀금속을 장롱 속에 간직해요,I keep the jewelry in the wardrobe.
달걀의 노른자는 영양이 풍부했어요,Egg yolks were nutritious.
천지를 뒤흔드는 굉음,a thunderous roar that shakes heaven and earth
깃발이 바람에 날렸어요,The flag fluttered in the wind.
귀마개를 했더니 귀가 덜 시려요,After putting on earmuffs my ears feel less cold.
너그러운 물 흐름,a gentle flow of water
자전거 한 대를 새로 샀어요,I bought a new bicycle.
악랄한 수단을 썼어요,I used vicious means.
광역 단체장 선거,a metropolitan government head election
이 나라를 짊어지고 나갈 일꾼,workers who will carry this country forward
쇠에 열을 가해서 녹였어,I applied heat to the metal and melted it.
말에 박차를 가해,I spur the horse.
여러분! 이걸 보십시오,Everyone! Look at this
개뿔이나 아는 게 있어야지,You don't know jack shit do you?
유행에 뒤진 옷차림,out-of-fashion attire
죄인을 모조리 잡아들여라,Arrest all the criminals
부적을 써 붙였어요,I wrote out and posted a talisman.
길섶에 핀 코스모스,cosmos flowers blooming by the roadside
올해는 첫눈이 늦은 편입니다,This year the first snow is rather late.
상황이 절박하게 변해,The situation becomes dire.
범인 검거는 시간문제입니다,Catching the culprit is only a matter of time.
밥풀로 편지를 봉했어,I sealed the letter with rice paste.
이 구두의 값이 얼마요?,How much are these shoes?
자동차 등록 사업소,vehicle registration office
신경통에 천식이 겹쳐요,Asthma overlaps with my neuralgia.
알밤을 한 대 콩 쥐어박습니다,I give a sharp knuckle flick.
폭풍우를 뚫고 달려 나가,I dash out through the storm.
미스 리 나 점심 먹고 올게,Miss Lee I'm going to have lunch and come back
용도에 따라 구분해,I classify it according to use.
중동에서 말을 끊어,I cut off my speech in the Middle East.
새벽 오솔길이 은근히 고와,The dawn trail is subtly beautiful.
테니스 남자 단식 준결승,men's singles tennis semifinal
그 사람은 도통 말이 없습니다,That person is totally silent.
살림 도구를 장만했어요,I prepared household tools.
두 집안은 대대로 원수 사이였습니다,The two families were enemies for generations.
짐을 꾸러미로 묶어요,I bundle the luggage.
다수 의석을 차지해요,We take the majority of the seats.
두 남녀의 애틋한 사랑,a tender love between a man and a woman
빛이 창에 반영됩니다,Light is reflected in the window.
고려는 개국 후에 도읍을 옮겼어요,Goryeo moved the capital after its founding.
