흐트러진 머리칼을 가다듬고 있어,I'm smoothing my disheveled hair
학교 앞을 지나가고 있어,I'm passing by the front of the school
신입 단원을 모집하고 있어,We're recruiting new members
집에 편지가 와요,A letter arrives at the house
관객의 인기를 독차지했어요,It monopolized the audience's favor
사고의 원인을 조사했어,I investigated the cause of the accident
등이 휘도록 열심히 일해요,I work so hard my back bends
표심이 한쪽으로 쏠려 있어,Voter sentiment is leaning to one side
인파가 넘치는 거리,a street crowded with people
그 건물에는 입점 가게가 많았어요,There were many shops in that building
고대 국가의 출현,the emergence of ancient states
기생이 나오는 술집,a tavern with gisaeng
어린 녀석이 되바라진 게 얄미웠어요,The kid's impudence was irritating
급격한 노임 인상,a sharp wage increase
자문 위원회 구성,formation of an advisory committee
추진력이 강한 엔진,an engine with strong thrust
항주 거리를 측정했습니다,We measured the cruising range
아깝게 준우승에 머물러 있어,I'm narrowly in second place
그는 법조인들과 접촉이 잦았습니다,He had frequent contact with legal professionals
손님을 잘 모시고 있어,I'm taking good care of the guests
국민의 호응과 격려,the people's support and encouragement
그것은 언니더러 물어봐,Ask your older sister about that
담배 연기가 공중에 흩어졌어,The cigarette smoke dispersed into the air
좌절을 딛고 성공했습니다,We overcame setbacks and succeeded
전투에서 부상을 당해요,I get injured in battle
동학군의 수령 전봉준,Jeon Bong-jun leader of the Donghak army
자연의 이치를 터득했어요,I grasped the principles of nature
용의자가 검찰에 검거돼,The suspect gets arrested by the prosecution
사원을 외국에 내보냈어,I sent employees abroad
소금물로 입을 가셨어요,I rinsed my mouth with salt water
처음이라서 일이 서툴러요,It's my first time so I'm clumsy at the work
건널목을 무단으로 횡단했어,I crossed the railroad crossing illegally
통신 판매용 상품 목록,a product catalog for mail-order sales
영화 관람에 제한을 둬요,They place restrictions on movie viewing
빚을 차근차근 갚습니다,We pay off the debt step by step
가방을 방구석에 놓았어요.,I put the bag in the corner of the room.
오 연승을 거둬.,We notch five straight wins.
정세가 긴급하게 돌아가고 있었어요.,The situation was unfolding urgently.
생선이 썩는 고약한 냄새,the foul stench of rotting fish
연어를 훈제로 먹습니다.,I eat smoked salmon.
맞춤법에 맞게 글을 고쳐.,I fix the writing to match the spelling.
복통이 심해서 움직일 수가 없었습니다.,My stomachache was severe so I couldn't move.
애인과 팔짱을 끼고 걸었어요.,I walked arm in arm with my lover.
인상 폭을 조정했습니다.,I adjusted the size of the increase.
경제적 원조를 요청해.,I request financial assistance.
새장에 새를 가둬.,I keep the bird in the cage.
눈앞에서 진풍경이 펼쳐져.,A spectacular scene unfolds before my eyes.
그녀는 은으로 만든 팔찌를 찼어.,She wore a silver bracelet.
